python udp_client.py

Connected to the server.
Received ack(17869:bgeqzskqpvhxhooqoglj) from the server.
Received ack(17871:msduvfhzpumybcfnzwkx) from the server.
Received ack(17873:nnlsycegkivdjhixdqwz) from the server.
Received ack(17875:pubyfqpyeslerjtdgpvy) from the server.
Received ack(17877:pinmiodfhtoubuygiknh) from the server.
Received ack(17879:yysvsjlriihoqgtszgvb) from the server.
Received ack(17881:ldokoyxgcbhfbamxvkmp) from the server.
Received ack(17883:wkytrejgpipooegbxpwz) from the server.
Received ack(17885:irynwpbxpprkkdanvwwu) from the server.
Received ack(17887:rhacxwiagwhtdrudrmmc) from the server.
Received ack(17889:ivfmpentlnylpgjeksnf) from the server.
Received ack(17891:vdtsluorfmdygoducxjs) from the server.
Received ack(17893:kumsyqbkjqjyapgooycb) from the server.
Received ack(17895:bsjtbqvsfubknewifqci) from the server.
Received ack(17897:qraeucmixbqxleoajotp) from the server.
Received ack(17899:fzslwduphtjraazsiity) from the server.
Received ack(17901:pyimqudzbpkpjsbgpzgv) from the server.
Received ack(17903:vntqtoqssckqjcgfefrv) from the server.
Received ack(17905:jvlrpbffbchagssvceqy) from the server.
Received ack(17907:tfqvskftttvdtykjsele) from the server.
Received ack(17909:gwnunybweefaarpaolsw) from the server.
Received ack(17911:vrwmaajhsuoccvkwgjhd) from the server.
Received ack(17913:haaykticwvjaypcdvteg) from the server.
Received ack(17915:eftpuikecyyjowlmfgyz) from the server.
Received ack(17917:zxxpccpwbthtbubxridy) from the server.
Received ack(17919:dsjovmcolevkwmodtxos) from the server.
Received ack(17921:mvnmswquakjlhuphyevj) from the server.
Received ack(17923:lluwichiopcxqlkjskxc) from the server.
Received ack(17925:tectdafkckaqibffxtyc) from the server.
Received ack(17927:kqftstfegytujenekbsr) from the server.
Received ack(17929:aqxllckguydapczqtxfw) from the server.
Received ack(17931:yeerxftymgaswxzezpbf) from the server.
Received ack(17933:qrpqhvnzzhyudnfyhdie) from the server.
Received ack(17935:ucfedalxrepexsspgvbb) from the server.
Received ack(17937:trwkaztaxfcdrydelnmh) from the server.
Received ack(17939:pqebrchondjjpgbmkavd) from the server.
Received ack(17941:tdoiamfswxghpmcuqche) from the server.
Received ack(17943:hpwtpmrtqpmjuyfexoaw) from the server.
Received ack(17945:kraktvsxquamqchczyxf) from the server.
Received ack(17947:xazgqbjazasnnhxofqhu) from the server.
Received ack(17949:muttnzjbjwadnxazejip) from the server.
Received ack(17951:gcdrdiycuowlkhzheabh) from the server.
Received ack(17953:aifjzcuviqfrcaxgmuju) from the server.
Received ack(17955:jbqhmesmmdccwyehadrz) from the server.
Received ack(17957:zhabebseczjwhrxqlqdk) from the server.
Received ack(17959:meczpvkgunrrlmoelplw) from the server.
Received ack(17961:pkahjedzkrvlqoyuedzo) from the server.
Received ack(17963:gtolxdzejbyiymwvlntg) from the server.
Received ack(17965:tnagdjtnkrianlmdgkgg) from the server.
Received ack(17967:srrvicrmgrfjpfgkbcew) from the server.
Received ack(17969:ehtmodwezzdutuzljdee) from the server.
Received ack(17971:wfpxdqiofkchnfuqegnm) from the server.
Received ack(17973:xctxyxkgskiulxylyhru) from the server.
Received ack(17975:aqgkrvyxpwszvvafpvso) from the server.
Received ack(17977:vwhbjfuegoocpdwizcsa) from the server.
Received ack(17979:rdqjnungzszojyavqxst) from the server.
Received ack(17981:lpejppreapgiwhnnqacq) from the server.
Received ack(17983:vtmsssxpesgfrcqnnxcx) from the server.
Received ack(17985:livzzpmxrbbwlsxnhblg) from the server.
Received ack(17987:igajoyycerkuucxyspyn) from the server.
Received ack(17989:vrqmkzezhjlpadutmpul) from the server.
Received ack(17991:jfjflqnvqvutcglqqact) from the server.
Received ack(17993:wiicvuwngbvjourtluex) from the server.
Received ack(17995:khovkibfeftajqzypnro) from the server.
Received ack(17997:kejusaoxlbyejqcbtjog) from the server.
Received ack(17999:mmerweugjinjdpkmyoml) from the server.
Received ack(18001:kxsefideidfjqmxamcyy) from the server.
Received ack(18003:kupzlqqwjfmwbsgbtnts) from the server.
Received ack(18005:pshbujdykufbinixcoeb) from the server.
Received ack(18007:deitmtufpbxezwyipipi) from the server.
Received ack(18009:tfadfaplznunjywxdmfm) from the server.
Received ack(18011:ffdtskviwbhkbwknzhdt) from the server.
Received ack(18013:bcxuldqnolpeocmnroll) from the server.
Received ack(18015:fnvcjjmqarnplaybrafg) from the server.
Received ack(18017:nvfyicjobhprrrvruiel) from the server.
Received ack(18019:nzznjqorlcpisnllcakj) from the server.
Received ack(18021:rwhpdswzslbsruwmfjks) from the server.
Received ack(18023:jgshmrupzceltlhbritx) from the server.
Received ack(18025:uagkqermbzujmisohxkp) from the server.
Received ack(18027:elmjcnqbflrdwurxtpog) from the server.
Received ack(18029:htmocolafurwccpollsh) from the server.
Received ack(18031:afkjtcsbenxahaguyuny) from the server.
Received ack(18033:jggxfqmnpovtfbgzokog) from the server.
Received ack(18035:lqibhagbwkejxxfojrdp) from the server.
Received ack(18037:drhpgnekfepeukdbyrby) from the server.
Received ack(18039:udgapzyqtlcoarupzoug) from the server.
Received ack(18041:nvrhupbnhjprznbztzgc) from the server.
Received ack(18043:vuesrqjndmwdfdjckwab) from the server.
Received ack(18045:ixqozmyemaavnspcczfl) from the server.
Received ack(18047:zrfqdkolrzukpjupytcc) from the server.
Received ack(18049:vhsbtfvjvthjitcehhja) from the server.
Received ack(18051:bgjhysupllgnnnsvpxrr) from the server.
Received ack(18053:qephsdrlnrrffyhgtjma) from the server.
Received ack(18055:rgckvxhyepzdqjizhrxy) from the server.
Received ack(18057:vatobvwejlpxvrdlserc) from the server.
Received ack(18059:fowpczskxjtmvcvabcdv) from the server.
Received ack(18061:sabyfntecfsppqxchgos) from the server.
Received ack(18063:owevtnjnzhvrdnxvsgwm) from the server.
Received ack(18065:ivlatkhzotledvhslcbw) from the server.
Received ack(18067:eqnopshjzeqpujvtmreg) from the server.
Received ack(18069:neejovqpwxxwkmenscsm) from the server.
Received ack(18071:ajkwtvwctsoshmxqprju) from the server.
Received ack(18073:odwhcdqeyntjjgocmnij) from the server.
Received ack(18075:tvvacryhraoqdcvxdjnh) from the server.
Received ack(18077:gnbqawpfmvumudsmyjil) from the server.
Received ack(18079:yvomgmfzmptnbnwxfiyx) from the server.
Received ack(18081:zbbxstqidhphctjlbewi) from the server.
Received ack(18083:nwpegmfxmppyscvjdpkj) from the server.
Received ack(18085:lxczisboscfmqnyaoxcs) from the server.
Received ack(18087:soryuomihrozdavknzqj) from the server.
Received ack(18089:vtgpvljeiulwnzsguqdv) from the server.
Received ack(18091:dnugujnfnuqdbeiixqiy) from the server.
Received ack(18093:hnesvylfprpjwhfvidir) from the server.
Received ack(18095:sjpqeieymgihhrvrgkje) from the server.
Received ack(18097:vhwnqafyerwxlesbxnjy) from the server.
Received ack(18099:oxpqppjwiqnloxgsirlu) from the server.
Received ack(18101:fhsqkyuoqhmdkmbhwfqr) from the server.
Received ack(18103:svgkpiczdywflpmfuvnp) from the server.
Received ack(18105:iwcaxpcnnozbtlxcykhx) from the server.
Received ack(18107:ldmyceivtepwkmvdejjh) from the server.
Received ack(18109:mmliugdsmpwybjumvufl) from the server.
Received ack(18111:qqjssjutwyirstcaxjql) from the server.
Received ack(18113:xdzpnppbpshhexzzsplr) from the server.
Received ack(18115:gpctzqhkxgpxkxissgvx) from the server.
Received ack(18117:uiruovpyptnvkttoxtha) from the server.
Received ack(18119:pmrgcozblzdlpfzkkeum) from the server.
Received ack(18121:ebqbekglssdcjzvirkfg) from the server.
Received ack(18123:uokwddnhphnpcxmazqiu) from the server.
Received ack(18125:mstkthtqnkjmrzkbotox) from the server.
Received ack(18127:arkzklkzxdiwhcwagieh) from the server.
Received ack(18129:mzvqzrcdzgsjgffpvhqn) from the server.
Received ack(18131:kpqvxhhfwwgxzgzjevtl) from the server.
Received ack(18133:tiglxsfbnjduvnfqloma) from the server.
Received ack(18135:lcfhhcyayydrfwjcjdnv) from the server.
Received ack(18137:bcyxurjvqelnpcrndybg) from the server.
Received ack(18139:xtnmuazalplhynmvydhp) from the server.
Received ack(18141:difqvvghjlnructskzqi) from the server.
Received ack(18143:idcrtpebttnyylofghkd) from the server.
Received ack(18145:nknjzbueqsspkgpoeueq) from the server.
Received ack(18147:rqtxqdymfvyxqkrnfvys) from the server.
Received ack(18149:iufgfmtetrnwaqtusxdf) from the server.
Received ack(18151:cwtpplhwcuhaltfbcwzy) from the server.
Received ack(18153:uujhweoitxwgbyfythpk) from the server.
Received ack(18155:sugwikjxxxkazdumhsqa) from the server.
Received ack(18157:qtiwcukpzqrhhcqsefdx) from the server.
Received ack(18159:mivdvupkhxifwjxwojfp) from the server.
Received ack(18161:zklegbgxnrupkpmiegww) from the server.
Received ack(18163:yyexfiisztgxhysnruyf) from the server.
Received ack(18165:pxlsjoyeohrpcykrsldd) from the server.
Received ack(18167:ykorhdbdxdvidprkhzkr) from the server.
Received ack(18169:wmcduovudljrmbbmolug) from the server.
Received ack(18171:xqmorrbqrhaukedogmdf) from the server.
Received ack(18173:tpnaomylmwjlosiytkgw) from the server.
Received ack(18175:mngubjiowuehmbdpcnci) from the server.
Received ack(18177:eyvsbhgkffdjlasiueqc) from the server.
Received ack(18179:xnxtrbfaodpramjmgvws) from the server.
Received ack(18181:verkjvzohlhnagqfybjy) from the server.
Received ack(18183:qauzkverhmdtwzstlsef) from the server.
Received ack(18185:aagkyvnyddjpvxguhxvb) from the server.
Received ack(18187:exbnxrgiqmydvqgkyurn) from the server.
Received ack(18189:qjvcwbxqfoqocizreqpi) from the server.
Received ack(18191:dzeyjcvvvjiijezghxaj) from the server.
Received ack(18193:uxylctepjqdbuzqqmevi) from the server.
Received ack(18195:tauzcbkjwbdpumkvqxiq) from the server.
Received ack(18197:kvpatwekapwgiwgezzsx) from the server.
Received ack(18199:puuaqlysavvgcwyphblh) from the server.
Received ack(18201:xtbiomgrcboauilhgfrb) from the server.
Received ack(18203:mycvitnmenpjukqlzmij) from the server.
Received ack(18205:sdzgaytqfybkeigoxqnk) from the server.
Received ack(18207:hkorkzhkgssllvsboeeb) from the server.
Received ack(18209:kfosipeqeqhsjnavrydo) from the server.
Received ack(18211:utppodrjngurzxuildka) from the server.
Received ack(18213:iraxaksifltnratptroh) from the server.
Received ack(18215:fcwguclazodfkikllqmx) from the server.
Received ack(18217:avnqpyqlppbgjaolmcgo) from the server.
Received ack(18219:lhhjuhumpxsuvxoufmbl) from the server.
Received ack(18221:sfpbzuyvshpbueinhlmw) from the server.
Received ack(18223:juljjzqlyjxbjzoryvwu) from the server.
Received ack(18225:ohrmupscnnbybpvmiprp) from the server.
Received ack(18227:oiptoapsdpnctipndpdn) from the server.
Received ack(18229:ggmmzqxofjzvnlrdrmmd) from the server.
Received ack(18231:dplphqyqtsktdxwvvrvy) from the server.
Received ack(18233:vgigajqdjbljviqnggmm) from the server.
Received ack(18235:xziadstjglatlsawltwt) from the server.
Received ack(18237:ubczmxsqelpstizidjoy) from the server.
Received ack(18239:fvuqpfkemstdnanqctzi) from the server.
Received ack(18241:tyftyvdfjnwtoatuszeh) from the server.
Received ack(18243:oyeiahiujmpiezzptyjs) from the server.
Received ack(18245:txorheiihndxtsnfzgqj) from the server.
Received ack(18247:zpxpvghgotyzafkhbezh) from the server.
Received ack(18249:anetbtzkoikikprwuhqx) from the server.
Received ack(18251:qjovhcwnrgazsvrmqkfx) from the server.
Received ack(18253:srbhgebxwepzxfbbaixp) from the server.
Received ack(18255:jozuaxjxmfubawpsexoz) from the server.
Received ack(18257:clvhnzmmdzhcnvtjnxye) from the server.
Received ack(18259:nbgpipenbppahxxyrxvt) from the server.
Received ack(18261:fbhtvhknnpplxieyczpc) from the server.
Received ack(18263:qnwfzpctnozgddarytll) from the server.
Received ack(18265:laoyqikgcsjgnjxuqvdo) from the server.
Received ack(18267:dwcngjyqljduwnpnygao) from the server.
Received ack(18269:ghkntxfttzlhgtthtljq) from the server.
Received ack(18271:jziikgdbyqvskjvmntcq) from the server.
Received ack(18273:lnrzxjotuivfjkelbhwt) from the server.
Received ack(18275:voioncizurarftdrgbpy) from the server.
Received ack(18277:rkjclzjxqphbfloqaggq) from the server.
Received ack(18279:swymemyjfzojjnyrvlbr) from the server.
Received ack(18281:dkmrseupepysuvgrsncr) from the server.
Received ack(18283:gtexuzfkbldmmlmmrvla) from the server.
Received ack(18285:jbluewsyiqjpwgswkasf) from the server.
Received ack(18287:blasimhypqlkpqonxtub) from the server.
Received ack(18289:wnjkpqqaoihogcrzsuue) from the server.
Received ack(18291:fkkzrvbquhilfxzbfrey) from the server.
Received ack(18293:ogxsuzomugfyasfqlrwj) from the server.
Received ack(18295:orpgaequeingedwvesok) from the server.
Received ack(18297:sngexlebglpypdxpvngq) from the server.
Received ack(18299:vvcpvvcloijtwsanpubw) from the server.
Received ack(18301:tytwacmzxiktvexrecaa) from the server.
Received ack(18303:vqcyootxoktnzppizyuk) from the server.
Received ack(18305:mhrxfgfyxgsgbawsjnug) from the server.
Received ack(18307:dryledigmwlwtjomykhs) from the server.
Received ack(18309:kwyvrbkpgjnfarsxeuye) from the server.
Received ack(18311:wxkfobaizviyagcqarzv) from the server.
Received ack(18313:wopecrbvnvpembnehfnc) from the server.
Received ack(18315:aucygavitnmvcqobcjxt) from the server.
Received ack(18317:tkdgavndkpnudaorcphg) from the server.
Received ack(18319:vwgjyndexodxunweghuh) from the server.
Received ack(18321:ixufzbleepnpkqzszhha) from the server.
Received ack(18323:tpwznojlnuqnwmanmkde) from the server.
Received ack(18325:tlbmmrwigvuolqmegekz) from the server.
Received ack(18327:txkpampykvwmihxlmrxf) from the server.
Received ack(18329:jlxxaktfxdsccgxyokrv) from the server.
Received ack(18331:uixokroexkzmyvsafwyo) from the server.
Received ack(18333:wbphlunkdoleinvunwvw) from the server.
Received ack(18335:akbpmnvkihgblkyjsvjf) from the server.
Received ack(18337:maufdiwtiwdmwmolgptm) from the server.
Received ack(18339:tjneznoyyqzgtnvxvhlw) from the server.
Received ack(18341:pjihxqisnnngrsrxinzz) from the server.
Received ack(18343:cnygfifqnvpffspbbsuh) from the server.
Received ack(18345:sdawglbdaqdgkdfgrthe) from the server.
Received ack(18347:xgrpzhaihivremsrpabg) from the server.
Received ack(18349:yqxxqkxwoxwvriueflhf) from the server.
Received ack(18351:ahmfauovzuubtlguhefv) from the server.
Received ack(18353:jcfxjjsgkgwnsggzvbnc) from the server.
Received ack(18355:amxlhkrevwlotztnppay) from the server.
Received ack(18357:wznogmefusyvnaidticw) from the server.
Received ack(18359:hszzsslgtikzuyeehsyw) from the server.
Received ack(18361:jqjletjcqimccbmeqgih) from the server.
Received ack(18363:yavkcapaqoqduggyexqh) from the server.
Received ack(18365:sdtphqkvktfvqvgfosap) from the server.
Received ack(18367:tmqoeouwppbczzkrgtcx) from the server.
Received ack(18369:xoetkchbtsadvanhtvgs) from the server.
Received ack(18371:eunebdbbrezqffbvjelc) from the server.
Received ack(18373:tjbnsqqnpqoxdavkooke) from the server.
Received ack(18375:rxjavpaptuxgjoxadprg) from the server.
Received ack(18377:mqionvnamfzilzsmtlep) from the server.
Received ack(18379:tynfebtqolkmswtfgkwi) from the server.
Received ack(18381:whtbumbuzloxbmdxjoez) from the server.
Received ack(18383:wvnoalbjrxlxpayxlwhp) from the server.
Received ack(18385:cyepjhxabyrfgyrtvqom) from the server.
Received ack(18387:fhzrqsennobzndonoziq) from the server.
Received ack(18389:kljyyzgqiveqalpquklf) from the server.
Received ack(18391:tfbkfkwrsoarxiaxemwt) from the server.
Received ack(18393:lexktqbijgphlbrmowky) from the server.
Received ack(18395:ysjqrsrvyvklbkqhnnti) from the server.
Received ack(18397:wlxbivkrgfounxvpxlit) from the server.
Received ack(18399:wkpytrpidknkcjhcqlui) from the server.
Received ack(18401:eyqyavhnvewcjjffobgn) from the server.
Received ack(18403:qhujoafratcgbqyjokkr) from the server.
Received ack(18405:roiloeegfzolsduntihz) from the server.
Received ack(18407:ighwmsdweoqoyedhhjps) from the server.
Received ack(18409:fnwsxorooqufafnpaqfr) from the server.
Received ack(18411:jsfuedqtfrensbdrqoko) from the server.
Received ack(18413:tonounnzdtewuwgperqh) from the server.
Received ack(18415:wvxgibrwgmvsisdvmbbg) from the server.
Received ack(18417:wgfnpouvqkpybsfzickf) from the server.
Received ack(18419:mmjzucqqmcodddlwgaqx) from the server.
Received ack(18421:nyiegzmyjihuvnkgypoj) from the server.
Received ack(18423:llgfydfwnjhxgxpftobw) from the server.
Received ack(18425:grnzypwwzgvrwmhleuqb) from the server.
Received ack(18427:tugtesonsizuwbcjpvxk) from the server.
Received ack(18429:htxcoxvrrnmpnqawsplj) from the server.
Received ack(18431:sapaugesvolrjnhdtgwt) from the server.
Received ack(18433:yaxwiyhvztsrbvdceaiy) from the server.
Received ack(18435:hprirouffjupmwywsnal) from the server.
Received ack(18437:kwfevkkbrnvvfmbsqaht) from the server.
Received ack(18439:xoybbzhftxbcqgqkfgqw) from the server.
Received ack(18441:txyidjtqbkmakpilosnv) from the server.
Received ack(18443:oqpzlxjaxtgthbnoxaaa) from the server.
Received ack(18445:eirnyivhtrnykoeqcmww) from the server.
Received ack(18447:skasogavfbuqzwbmddbt) from the server.
Received ack(18449:dizzzmeweijnjunphevq) from the server.
Received ack(18451:jbfmbfjftyeqafkfhcwr) from the server.
Received ack(18453:jkaessqueavwduzqxgtm) from the server.
Received ack(18455:cxlhwafjgehblsyhxoma) from the server.
Received ack(18457:bcrtwhsqkyzwqvbfpxvx) from the server.
Received ack(18459:kqigmzkblravwncrywvu) from the server.
Received ack(18461:lnocrtxkxpjsgkairsgk) from the server.
Received ack(18463:ifoulyoecqfesquwmwlx) from the server.
Received ack(18465:sfatvgoowylzutzwokpz) from the server.
Received ack(18467:khdglttjbwkormmbrpqs) from the server.
Received ack(18469:indqzghtxexpzaqykmvy) from the server.
Received ack(18471:gmkylptmwrzacujiadef) from the server.
Received ack(18473:wbcpjubfqjhkavgsdhnh) from the server.
Received ack(18475:scchbryvmuzmejtgsmey) from the server.
Received ack(18477:yfhgaoqhgxbbtdqqxzng) from the server.
Received ack(18479:unzludirlsrvalvgyujh) from the server.
Received ack(18481:lsfjceuerwyazbeccqup) from the server.
Received ack(18483:ldizzmosvlfuueahsfyu) from the server.
Received ack(18485:dnprirhfujjgzkpaarhc) from the server.
